brand_id,brand_name,product_name,campaign_name,campaign_phase
981,Toyota,Sienna,CustomerFirst,Launch
982,Google,Pixel 8,SpringBlast2025,Pre-Launch
983,Coca-Cola,Fanta,SpringBlast2025,Launch
984,Coca-Cola,Fanta,EarthDay,Pre-Launch
985,Amazon,Kindle,InnovationX,Launch
986,Coca-Cola,Sprite,ReferralBonus,Post-Launch
987,Amazon,Fire Tablet,ReferralBonus,Pre-Launch
988,Nike,Air Force 1,DigitalTransformation,Launch
989,Microsoft,Surface Go,SummerDreams,Post-Launch
990,Google,Nest Thermostat,SpringBlast2025,Pre-Launch
991,Toyota,Tundra,BackToSchool,Launch
992,Amazon,Kindle,FallCollection,Pre-Launch
993,Nike,Air Jordan,LaunchWave,Pre-Launch
994,Samsung,Galaxy Z Fold,CyberMonday,Launch
995,Amazon,Fire Tablet,LoyaltyRewards,Post-Launch
996,Coca-Cola,Coke Zero,GlobalCampaign,Pre-Launch
997,Apple,AirPods Pro,NextGeneration,Launch
998,Adidas,Samba,LaunchWave,Pre-Launch
999,Nike,React,NewYearNewYou,Post-Launch
1000,Pepsi,Diet Pepsi,SummerSale,Pre-Launch
1001,Apple,Apple Watch,SummerDreams,Post-Launch
1002,Samsung,Galaxy S25,LoyaltyRewards,Post-Launch
1003,Amazon,Fire Tablet,BackToSchool,Pre-Launch
1004,Pepsi,Diet Pepsi,WinterWonders,Pre-Launch
1005,Toyota,Sienna,LaunchWave,Pre-Launch
1006,Pepsi,Pepsi Wild Cherry,CyberMonday,Pre-Launch
1007,Google,Pixel Watch,CyberMonday,Pre-Launch
1008,Amazon,Eero WiFi,CyberMonday,Launch
1009,Apple,iPad Air,WinterWonders,Pre-Launch
1010,Microsoft,Surface Pro,ReferralBonus,Launch
1011,Samsung,Neo QLED TV,SpringBlast2025,Launch
1012,Coca-Cola,Coke Zero,HolidaySpecial,Post-Launch
1013,Google,Pixel Tablet,SpringBlast2025,Launch
1014,Samsung,Galaxy S25,NewYearNewYou,Launch
1015,Coca-Cola,Coca-Cola Vanilla,SummerSale,Launch
1016,Coca-Cola,Fanta,SpringBlast2025,Post-Launch
1017,Samsung,Galaxy Watch,CustomerFirst,Pre-Launch
1018,Samsung,Galaxy Watch,BackToSchool,Pre-Launch
1019,Apple,Vision Pro,GlobalCampaign,Launch
1020,Samsung,Neo QLED TV,LaunchWave,Pre-Launch
1021,Coca-Cola,Diet Coke,EarthDay,Pre-Launch
1022,Samsung,Galaxy Z Fold,WinterWonders,Launch
1023,Apple,iMac,LoyaltyRewards,Launch
1024,Coca-Cola,Coke Zero,EarthDay,Post-Launch
1025,Google,Pixel Buds,FallCollection,Post-Launch
1026,Toyota,RAV4,LaunchWave,Launch
1027,Amazon,Halo Band,DigitalTransformation,Launch
1028,Samsung,Galaxy Watch,FallCollection,Pre-Launch
1029,Microsoft,Xbox Elite Controller,FallCollection,Post-Launch
1030,Coca-Cola,Fanta,SpringBlast2025,Pre-Launch
1031,Nike,Air Max,PowerRelease,Pre-Launch
1032,Nike,React,InnovationX,Pre-Launch
1033,Adidas,Ultraboost,DigitalTransformation,Pre-Launch
1034,Pepsi,Diet Pepsi,CyberMonday,Pre-Launch
1035,Samsung,Galaxy Z Fold,BackToSchool,Launch
1036,Samsung,Neo QLED TV,HolidaySpecial,Pre-Launch
1037,Apple,Vision Pro,ReferralBonus,Pre-Launch
1038,Adidas,Ultraboost,SummerSale,Launch
1039,Microsoft,Surface Go,WinterWonders,Pre-Launch
1040,Google,Nest Thermostat,SummerSale,Post-Launch
1041,Adidas,Stan Smith,LaunchWave,Pre-Launch
1042,Pepsi,Diet Pepsi,SummerDreams,Pre-Launch
1043,Samsung,Galaxy S25,CustomerFirst,Post-Launch
1044,Google,Pixel 8,SummerSale,Pre-Launch
1045,Google,Pixel Buds,CyberMonday,Launch
1046,Amazon,Echo Dot,BlackFriday,Pre-Launch
1047,Toyota,Highlander,CyberMonday,Launch
1048,Amazon,Fire TV,SpringBlast2025,Launch
1049,Nike,Dri-FIT,LaunchWave,Post-Launch
1050,Amazon,Halo Band,FallCollection,Post-Launch
1051,Coca-Cola,Coca-Cola Cherry,SpringBlast2025,Post-Launch
1052,Nike,Dri-FIT,PowerRelease,Pre-Launch
1053,Coca-Cola,Coca-Cola Vanilla,WinterWonders,Pre-Launch
1054,Pepsi,Pepsi Zero Sugar,CustomerFirst,Launch
1055,Coca-Cola,Coca-Cola Cherry,SummerSale,Pre-Launch
1056,Amazon,Echo Dot,CustomerFirst,Post-Launch
1057,Samsung,Galaxy S25,DigitalTransformation,Pre-Launch
1058,Samsung,Neo QLED TV,BackToSchool,Pre-Launch
1059,Apple,MacBook Pro,GlobalCampaign,Launch
1060,Toyota,Sienna,NewYearNewYou,Post-Launch
1061,Nike,Dri-FIT,HolidaySpecial,Pre-Launch
1062,Amazon,Fire Tablet,SpringBlast2025,Pre-Launch
1063,Pepsi,Diet Pepsi,HolidaySpecial,Pre-Launch
1064,Apple,Vision Pro,LocalTouchpoints,Post-Launch
1065,Coca-Cola,Coca-Cola Cherry,ReferralBonus,Launch
1066,Microsoft,Surface Laptop,BackToSchool,Launch
1067,Apple,Vision Pro,SustainableFuture,Launch
1068,Nike,Zoom Pegasus,NewYearNewYou,Pre-Launch
1069,Adidas,Gazelle,SummerSale,Launch
1070,Coca-Cola,Coca-Cola Cherry,LocalTouchpoints,Launch
1071,Microsoft,Surface Laptop,BlackFriday,Launch
1072,Apple,iPhone 15,PowerRelease,Launch
1073,Adidas,Ultraboost,NextGeneration,Pre-Launch
1074,Microsoft,Surface Duo,CyberMonday,Post-Launch
1075,Coca-Cola,Fanta,EarthDay,Post-Launch
1076,Microsoft,Surface Go,InnovationX,Launch
1077,Samsung,Galaxy Tab,FallCollection,Launch
1078,Pepsi,Diet Pepsi,LoyaltyRewards,Post-Launch
1079,Apple,AirPods Pro,LoyaltyRewards,Pre-Launch
1080,Amazon,Ring Camera,GlobalCampaign,Launch
1081,Coca-Cola,Sprite,SpringBlast2025,Pre-Launch
1082,Amazon,Ring Camera,CustomerFirst,Pre-Launch
1083,Nike,Air Max,WinterWonders,Launch
1084,Samsung,Galaxy Tab,BlackFriday,Post-Launch
1085,Apple,MacBook Pro,InnovationX,Launch
1086,Google,Pixel Watch,BlackFriday,Launch
1087,Google,Pixel Tablet,LaunchWave,Pre-Launch
1088,Adidas,Yeezy,WinterWonders,Post-Launch
1089,Amazon,Echo Dot,BackToSchool,Pre-Launch
1090,Samsung,Galaxy Tab,PowerRelease,Post-Launch
1091,Google,Pixel Watch,CustomerFirst,Post-Launch
1092,Google,Nest Thermostat,LaunchWave,Launch
1093,Pepsi,Pepsi Lime,LaunchWave,Post-Launch
1094,Coca-Cola,Diet Coke,NewYearNewYou,Post-Launch
1095,Pepsi,Pepsi Lime,GlobalCampaign,Post-Launch
1096,Apple,Apple Watch,LocalTouchpoints,Pre-Launch
1097,Toyota,Prius,SpringBlast2025,Pre-Launch
1098,Pepsi,Pepsi Max,CustomerFirst,Pre-Launch
1099,Pepsi,Crystal Pepsi,ValentinesDeals,Pre-Launch
1100,Pepsi,Pepsi Max,GlobalCampaign,Launch
1101,Google,Pixel 8,LocalTouchpoints,Post-Launch
1102,Amazon,Ring Camera,PowerRelease,Launch
1103,Adidas,Yeezy,DigitalTransformation,Pre-Launch
1104,Google,Pixel Tablet,FallCollection,Post-Launch
1105,Toyota,Tacoma,LoyaltyRewards,Launch
1106,Microsoft,Surface Go,HolidaySpecial,Post-Launch
1107,Samsung,Galaxy Watch,NextGeneration,Launch
1108,Amazon,Fire TV,PowerRelease,Launch
1109,Pepsi,Pepsi Lime,HolidaySpecial,Pre-Launch
1110,Toyota,Sienna,CyberMonday,Launch
1111,Nike,React,FallCollection,Post-Launch
1112,Coca-Cola,Coke Zero,LoyaltyRewards,Launch
1113,Toyota,Tacoma,NewYearNewYou,Launch
1114,Apple,Apple Watch,SustainableFuture,Launch
1115,Microsoft,Xbox Elite Controller,LocalTouchpoints,Post-Launch
1116,Google,Pixel Tablet,NewYearNewYou,Launch
1117,Amazon,Echo Dot,CustomerFirst,Pre-Launch
1118,Toyota,Highlander,InnovationX,Launch
1119,Apple,AirPods Pro,NewYearNewYou,Pre-Launch
1120,Adidas,Samba,SummerDreams,Pre-Launch
1121,Samsung,Galaxy Tab,LocalTouchpoints,Pre-Launch
1122,Samsung,Galaxy Tab,PowerRelease,Launch
1123,Microsoft,Xbox Series X,LoyaltyRewards,Launch
1124,Apple,AirPods Pro,NextGeneration,Pre-Launch
1125,Google,Pixel Buds,LaunchWave,Launch
1126,Samsung,Galaxy Tab,EarthDay,Launch
1127,Coca-Cola,Fanta,CustomerFirst,Post-Launch
1128,Samsung,Galaxy S25,CyberMonday,Post-Launch
1129,Toyota,Corolla,SummerDreams,Pre-Launch
1130,Coca-Cola,Diet Coke,InnovationX,Pre-Launch
1131,Apple,Vision Pro,BackToSchool,Post-Launch
1132,Toyota,RAV4,InnovationX,Post-Launch
1133,Samsung,Neo QLED TV,CyberMonday,Post-Launch
1134,Toyota,Tacoma,EarthDay,Launch
1135,Adidas,Predator,SummerSale,Post-Launch
1136,Nike,Air Max,SustainableFuture,Pre-Launch
1137,Apple,Apple Watch,LoyaltyRewards,Pre-Launch
1138,Adidas,Predator,LocalTouchpoints,Pre-Launch
1139,Amazon,Ring Camera,HolidaySpecial,Launch
1140,Microsoft,Surface Laptop,SummerDreams,Post-Launch
1141,Microsoft,Xbox Elite Controller,CyberMonday,Launch
1142,Google,Nest Hub,BackToSchool,Launch
1143,Pepsi,Pepsi Zero Sugar,PowerRelease,Post-Launch
1144,Adidas,Ultraboost,GlobalCampaign,Launch
1145,Toyota,RAV4,BlackFriday,Post-Launch
1146,Adidas,Superstar,SummerSale,Pre-Launch
1147,Nike,Air Jordan,BlackFriday,Post-Launch
1148,Coca-Cola,Coke Zero,SpringBlast2025,Post-Launch
1149,Pepsi,Crystal Pepsi,PowerRelease,Post-Launch
1150,Pepsi,Crystal Pepsi,LaunchWave,Post-Launch
1151,Toyota,Tacoma,BlackFriday,Pre-Launch
1152,Amazon,Fire Tablet,CustomerFirst,Post-Launch
1153,Apple,Apple Watch,InnovationX,Post-Launch
1154,Pepsi,Pepsi Max,HolidaySpecial,Launch
1155,Google,Pixel Buds,PowerRelease,Post-Launch
1156,Pepsi,Diet Pepsi,SpringBlast2025,Pre-Launch
1157,Adidas,Stan Smith,CyberMonday,Pre-Launch
1158,Apple,Apple Watch,NewYearNewYou,Pre-Launch
1159,Apple,iPhone 15,SummerDreams,Post-Launch
1160,Pepsi,Diet Pepsi,SpringBlast2025,Post-Launch
1161,Microsoft,Surface Laptop,LocalTouchpoints,Post-Launch
1162,Amazon,Ring Camera,EarthDay,Launch
1163,Apple,iPhone 15,SustainableFuture,Pre-Launch
1164,Microsoft,Surface Pro,SummerSale,Launch
1165,Google,Nest Hub,LocalTouchpoints,Pre-Launch
1166,Adidas,Yeezy,LoyaltyRewards,Launch
1167,Google,Pixel Watch,LocalTouchpoints,Pre-Launch
1168,Nike,Air Jordan,SummerDreams,Launch
1169,Toyota,Highlander,GlobalCampaign,Launch
1170,Google,Pixel Buds,SustainableFuture,Launch
1171,Pepsi,Crystal Pepsi,LoyaltyRewards,Launch
1172,Microsoft,Surface Go,ReferralBonus,Post-Launch
1173,Nike,Zoom Pegasus,SummerSale,Post-Launch
1174,Pepsi,Pepsi Wild Cherry,NextGeneration,Post-Launch
1175,Samsung,Galaxy Tab,SummerSale,Post-Launch
1176,Microsoft,Xbox Series X,NewYearNewYou,Pre-Launch
1177,Apple,iMac,GlobalCampaign,Pre-Launch
1178,Microsoft,Xbox Elite Controller,BackToSchool,Post-Launch
1179,Pepsi,Crystal Pepsi,WinterWonders,Launch
1180,Amazon,Echo Dot,CustomerFirst,Launch
1181,Pepsi,Pepsi Wild Cherry,SummerSale,Post-Launch
1182,Toyota,Highlander,DigitalTransformation,Launch
1183,Google,Pixel Watch,LoyaltyRewards,Post-Launch
1184,Google,Pixel Tablet,LaunchWave,Launch
1185,Apple,iPhone 15,SustainableFuture,Post-Launch
1186,Apple,AirPods Pro,NewYearNewYou,Post-Launch
1187,Nike,Zoom Pegasus,ValentinesDeals,Launch
1188,Apple,Vision Pro,LocalTouchpoints,Launch
1189,Pepsi,Crystal Pepsi,BackToSchool,Pre-Launch
1190,Google,Nest Thermostat,DigitalTransformation,Launch
1191,Nike,React,BlackFriday,Launch
1192,Amazon,Ring Camera,FallCollection,Pre-Launch
1193,Apple,MacBook Pro,CyberMonday,Pre-Launch
1194,Toyota,Prius,EarthDay,Launch
1195,Adidas,Gazelle,CustomerFirst,Post-Launch
1196,Adidas,Predator,BackToSchool,Launch
1197,Nike,Air Jordan,SpringBlast2025,Post-Launch
1198,Adidas,Predator,FallCollection,Pre-Launch
1199,Pepsi,Pepsi Zero Sugar,ReferralBonus,Post-Launch
1200,Nike,Epic React,NewYearNewYou,Pre-Launch
1201,Microsoft,Surface Duo,GlobalCampaign,Post-Launch
1202,Nike,Epic React,SummerSale,Launch
1203,Adidas,Predator,CyberMonday,Post-Launch
1204,Amazon,Eero WiFi,PowerRelease,Launch
1205,Samsung,Galaxy Tab,CyberMonday,Post-Launch
1206,Pepsi,Diet Pepsi,CustomerFirst,Launch
1207,Adidas,NMD,GlobalCampaign,Launch
1208,Adidas,NMD,NextGeneration,Launch
1209,Nike,Air Max,InnovationX,Pre-Launch
1210,Pepsi,Pepsi Zero Sugar,BlackFriday,Pre-Launch
1211,Microsoft,Surface Duo,SummerDreams,Pre-Launch
1212,Apple,MacBook Pro,CyberMonday,Launch
1213,Google,Pixel 8,ReferralBonus,Post-Launch
1214,Apple,Apple Watch,SpringBlast2025,Launch
1215,Google,Pixel Tablet,WinterWonders,Post-Launch
1216,Samsung,Galaxy Watch,SummerDreams,Pre-Launch
1217,Apple,Mac Mini,HolidaySpecial,Pre-Launch
1218,Toyota,Corolla,ReferralBonus,Launch
1219,Adidas,Samba,ReferralBonus,Post-Launch
1220,Google,Pixel Tablet,ReferralBonus,Launch
1221,Coca-Cola,Coca-Cola Cherry,LaunchWave,Pre-Launch
1222,Coca-Cola,Coca-Cola Cherry,GlobalCampaign,Launch
1223,Adidas,NMD,LaunchWave,Pre-Launch
1224,Apple,Mac Mini,NextGeneration,Launch
1225,Amazon,Fire Tablet,LocalTouchpoints,Pre-Launch
1226,Google,Pixel Buds,ReferralBonus,Launch
1227,Samsung,Galaxy Buds,FallCollection,Launch
1228,Toyota,Prius,SummerDreams,Launch
1229,Samsung,Galaxy S25,FallCollection,Launch
1230,Apple,AirPods Pro,BlackFriday,Launch
1231,Coca-Cola,Diet Coke,CyberMonday,Launch
1232,Samsung,Galaxy Watch,BackToSchool,Post-Launch
1233,Pepsi,Pepsi Wild Cherry,BlackFriday,Pre-Launch
1234,Apple,AirPods Pro,LoyaltyRewards,Post-Launch
1235,Apple,Apple Watch,SustainableFuture,Pre-Launch
1236,Nike,Dri-FIT,BlackFriday,Post-Launch
1237,Toyota,Sienna,DigitalTransformation,Launch
1238,Samsung,Galaxy Watch,ReferralBonus,Pre-Launch
1239,Toyota,Tundra,EarthDay,Pre-Launch
1240,Adidas,Gazelle,LaunchWave,Post-Launch
1241,Adidas,Gazelle,ValentinesDeals,Launch
1242,Coca-Cola,Coca-Cola Cherry,CyberMonday,Pre-Launch
1243,Google,Pixel Tablet,EarthDay,Pre-Launch
1244,Pepsi,Pepsi Zero Sugar,SustainableFuture,Launch
1245,Pepsi,Crystal Pepsi,NewYearNewYou,Post-Launch
1246,Nike,Dri-FIT,LaunchWave,Launch
1247,Toyota,Tundra,GlobalCampaign,Pre-Launch
1248,Adidas,Superstar,CyberMonday,Post-Launch
1249,Adidas,Gazelle,GlobalCampaign,Launch
1250,Pepsi,Crystal Pepsi,NextGeneration,Pre-Launch
1251,Apple,AirPods Pro,ValentinesDeals,Pre-Launch
1252,Amazon,Echo Dot,EarthDay,Post-Launch
1253,Apple,iMac,SummerSale,Pre-Launch
1254,Adidas,Ultraboost,LoyaltyRewards,Pre-Launch
1255,Microsoft,Surface Laptop,NewYearNewYou,Post-Launch
1256,Nike,Air Max,EarthDay,Launch
1257,Adidas,Ultraboost,LocalTouchpoints,Post-Launch
1258,Nike,FlyKnit,SummerSale,Launch
1259,Samsung,Galaxy Buds,InnovationX,Pre-Launch
1260,Pepsi,Diet Pepsi,SustainableFuture,Launch
1261,Nike,Air Jordan,PowerRelease,Pre-Launch
1262,Amazon,Fire Tablet,InnovationX,Launch
1263,Coca-Cola,Fanta,CyberMonday,Pre-Launch
1264,Nike,Air Force 1,FallCollection,Post-Launch
1265,Nike,Air Jordan,GlobalCampaign,Post-Launch
1266,Adidas,Stan Smith,EarthDay,Launch
1267,Apple,iPhone 15,DigitalTransformation,Post-Launch
1268,Microsoft,Xbox Series X,SustainableFuture,Pre-Launch
1269,Apple,Vision Pro,HolidaySpecial,Launch
1270,Apple,AirPods Pro,BlackFriday,Pre-Launch
1271,Toyota,Tundra,PowerRelease,Post-Launch
1272,Google,Nest Hub,PowerRelease,Post-Launch
1273,Google,Nest Hub,GlobalCampaign,Post-Launch
1274,Apple,Apple Watch,NewYearNewYou,Launch
1275,Amazon,Fire Tablet,FallCollection,Pre-Launch
1276,Coca-Cola,Coke Zero,LaunchWave,Post-Launch
1277,Samsung,Neo QLED TV,EarthDay,Post-Launch
1278,Samsung,Galaxy Tab,SummerDreams,Launch
1279,Adidas,Stan Smith,GlobalCampaign,Post-Launch
1280,Pepsi,Pepsi Max,InnovationX,Launch
1281,Samsung,Galaxy Watch,GlobalCampaign,Launch
1282,Toyota,Corolla,BackToSchool,Post-Launch
1283,Amazon,Halo Band,LaunchWave,Launch
1284,Microsoft,Surface Laptop,CyberMonday,Pre-Launch
1285,Google,Chromebook,DigitalTransformation,Launch
1286,Nike,Air Force 1,CyberMonday,Post-Launch
1287,Coca-Cola,Fanta,SustainableFuture,Pre-Launch
1288,Apple,iPhone 15,PowerRelease,Post-Launch
1289,Coca-Cola,Coca-Cola Vanilla,HolidaySpecial,Pre-Launch
1290,Toyota,Prius,WinterWonders,Pre-Launch
1291,Adidas,Predator,ValentinesDeals,Launch
1292,Samsung,Galaxy Buds,SustainableFuture,Pre-Launch
1293,Toyota,Tundra,BackToSchool,Pre-Launch
1294,Amazon,Kindle,CyberMonday,Post-Launch
1295,Samsung,Galaxy Watch,SustainableFuture,Post-Launch
1296,Coca-Cola,Coke Zero,BlackFriday,Post-Launch
1297,Samsung,Galaxy Tab,NewYearNewYou,Launch
1298,Coca-Cola,Coke Zero,DigitalTransformation,Post-Launch
1299,Amazon,Eero WiFi,FallCollection,Post-Launch
1300,Toyota,Prius,CyberMonday,Launch
1301,Adidas,Yeezy,SustainableFuture,Launch
1302,Microsoft,Surface Laptop,LaunchWave,Launch
1303,Microsoft,Surface Go,DigitalTransformation,Post-Launch
1304,Amazon,Fire Tablet,LaunchWave,Pre-Launch
1305,Google,Pixel Watch,GlobalCampaign,Post-Launch
1306,Amazon,Halo Band,PowerRelease,Post-Launch
1307,Apple,Apple Watch,BlackFriday,Pre-Launch
1308,Amazon,Fire TV,NewYearNewYou,Post-Launch
1309,Nike,FlyKnit,LoyaltyRewards,Pre-Launch
1310,Microsoft,Surface Laptop,WinterWonders,Pre-Launch
1311,Toyota,RAV4,LoyaltyRewards,Post-Launch
1312,Microsoft,Surface Laptop,WinterWonders,Post-Launch
1313,Google,Nest Hub,SummerDreams,Pre-Launch
1314,Toyota,Tacoma,SummerDreams,Pre-Launch
1315,Toyota,RAV4,LoyaltyRewards,Launch
1316,Apple,iPhone 15,CyberMonday,Pre-Launch
1317,Coca-Cola,Diet Coke,HolidaySpecial,Pre-Launch
1318,Amazon,Echo Dot,NextGeneration,Pre-Launch
1319,Apple,Vision Pro,InnovationX,Launch
1320,Amazon,Fire TV,SustainableFuture,Launch
1321,Adidas,Ultraboost,ReferralBonus,Launch
1322,Coca-Cola,Coca-Cola Vanilla,ReferralBonus,Pre-Launch
1323,Adidas,Gazelle,LoyaltyRewards,Post-Launch
1324,Amazon,Kindle,LocalTouchpoints,Post-Launch
1325,Pepsi,Diet Pepsi,LaunchWave,Post-Launch
1326,Adidas,Yeezy,HolidaySpecial,Launch
1327,Microsoft,Surface Laptop,LoyaltyRewards,Launch
1328,Samsung,Galaxy Z Fold,CustomerFirst,Pre-Launch
1329,Microsoft,Surface Pro,NextGeneration,Post-Launch
1330,Pepsi,Crystal Pepsi,PowerRelease,Launch
1331,Pepsi,Pepsi Lime,WinterWonders,Post-Launch
1332,Google,Pixel Tablet,FallCollection,Launch
1333,Nike,Air Jordan,NewYearNewYou,Pre-Launch
1334,Nike,Epic React,LocalTouchpoints,Launch
1335,Apple,Vision Pro,SummerSale,Launch
1336,Apple,iPad Air,BackToSchool,Post-Launch
1337,Microsoft,Surface Pro,WinterWonders,Post-Launch
1338,Samsung,Galaxy S25,BackToSchool,Pre-Launch
1339,Apple,AirPods Pro,SpringBlast2025,Pre-Launch
1340,Adidas,Yeezy,LaunchWave,Launch
1341,Adidas,NMD,LaunchWave,Launch
1342,Adidas,Stan Smith,LaunchWave,Post-Launch
1343,Pepsi,Crystal Pepsi,SpringBlast2025,Launch
1344,Apple,iPad Air,FallCollection,Launch
1345,Nike,React,GlobalCampaign,Post-Launch
1346,Nike,Air Force 1,SustainableFuture,Launch
1347,Toyota,Tundra,ValentinesDeals,Post-Launch
1348,Nike,Air Force 1,PowerRelease,Post-Launch
1349,Microsoft,Surface Pro,SustainableFuture,Launch
1350,Microsoft,Surface Pro,LoyaltyRewards,Post-Launch
1351,Apple,iPhone 15,ValentinesDeals,Post-Launch
1352,Toyota,Sienna,LoyaltyRewards,Post-Launch
1353,Pepsi,Pepsi Wild Cherry,SpringBlast2025,Post-Launch
1354,Samsung,Galaxy S25,InnovationX,Post-Launch
1355,Google,Chromebook,LoyaltyRewards,Launch
1356,Samsung,Galaxy Z Fold,NextGeneration,Launch
1357,Google,Pixel Tablet,BackToSchool,Launch
1358,Microsoft,Xbox Series X,NewYearNewYou,Launch
1359,Adidas,Superstar,InnovationX,Launch
1360,Apple,AirPods Pro,BackToSchool,Pre-Launch
1361,Nike,FlyKnit,PowerRelease,Post-Launch
1362,Pepsi,Pepsi Lime,NextGeneration,Post-Launch
1363,Apple,AirPods Pro,CyberMonday,Pre-Launch
1364,Microsoft,Surface Pro,CyberMonday,Post-Launch
1365,Amazon,Kindle,LocalTouchpoints,Launch
1366,Apple,Mac Mini,SpringBlast2025,Pre-Launch
1367,Samsung,Galaxy Watch,SustainableFuture,Pre-Launch
1368,Microsoft,Xbox Elite Controller,BlackFriday,Launch
1369,Pepsi,Pepsi Wild Cherry,LoyaltyRewards,Post-Launch
1370,Apple,Vision Pro,DigitalTransformation,Post-Launch
1371,Toyota,Tacoma,SummerDreams,Launch
1372,Apple,MacBook Pro,LocalTouchpoints,Post-Launch
1373,Apple,Apple Watch,ValentinesDeals,Post-Launch
1374,Adidas,Yeezy,SummerSale,Post-Launch
1375,Pepsi,Pepsi Lime,BlackFriday,Launch
1376,Microsoft,Surface Pro,DigitalTransformation,Post-Launch
1377,Coca-Cola,Coca-Cola Cherry,HolidaySpecial,Post-Launch
1378,Toyota,Prius,SummerSale,Launch
1379,Microsoft,Surface Laptop,LaunchWave,Post-Launch
1380,Google,Pixel Tablet,HolidaySpecial,Launch
1381,Amazon,Echo Dot,SustainableFuture,Post-Launch
1382,Microsoft,Surface Pro,SpringBlast2025,Post-Launch
1383,Google,Pixel Tablet,LoyaltyRewards,Launch
1384,Apple,AirPods Pro,PowerRelease,Launch
1385,Microsoft,Xbox Elite Controller,SpringBlast2025,Pre-Launch
1386,Google,Nest Thermostat,SpringBlast2025,Post-Launch
1387,Adidas,Predator,HolidaySpecial,Post-Launch
1388,Pepsi,Pepsi Lime,BackToSchool,Pre-Launch
1389,Pepsi,Crystal Pepsi,LocalTouchpoints,Launch
1390,Toyota,Highlander,ValentinesDeals,Pre-Launch
1391,Apple,AirPods Pro,SustainableFuture,Pre-Launch
1392,Adidas,Stan Smith,BackToSchool,Launch
1393,Nike,Air Force 1,NextGeneration,Launch
1394,Amazon,Fire Tablet,SpringBlast2025,Post-Launch
1395,Pepsi,Pepsi Zero Sugar,GlobalCampaign,Post-Launch
1396,Pepsi,Crystal Pepsi,SummerDreams,Pre-Launch
1397,Microsoft,Xbox Elite Controller,GlobalCampaign,Pre-Launch
1398,Amazon,Fire Tablet,PowerRelease,Launch
1399,Nike,Air Jordan,CyberMonday,Post-Launch
1400,Coca-Cola,Coke Zero,CustomerFirst,Launch
1401,Apple,Mac Mini,WinterWonders,Post-Launch
1402,Nike,Dri-FIT,CyberMonday,Post-Launch
1403,Google,Pixel Buds,LoyaltyRewards,Launch
1404,Toyota,Prius,LaunchWave,Post-Launch
1405,Coca-Cola,Coke Zero,LocalTouchpoints,Pre-Launch
1406,Microsoft,Xbox Series X,LocalTouchpoints,Post-Launch
1407,Adidas,Stan Smith,FallCollection,Post-Launch
1408,Adidas,Stan Smith,SummerSale,Launch
1409,Apple,MacBook Pro,LaunchWave,Launch
1410,Samsung,Galaxy Tab,SustainableFuture,Pre-Launch
1411,Adidas,Gazelle,NewYearNewYou,Launch
1412,Coca-Cola,Coca-Cola Vanilla,SpringBlast2025,Pre-Launch
1413,Adidas,Ultraboost,SustainableFuture,Post-Launch
1414,Google,Pixel 8,EarthDay,Pre-Launch
1415,Pepsi,Diet Pepsi,InnovationX,Pre-Launch
1416,Amazon,Halo Band,WinterWonders,Pre-Launch
1417,Adidas,Yeezy,ValentinesDeals,Pre-Launch
1418,Adidas,Superstar,PowerRelease,Post-Launch
1419,Adidas,Ultraboost,ValentinesDeals,Launch
1420,Amazon,Halo Band,ReferralBonus,Pre-Launch
1421,Samsung,Galaxy S25,LaunchWave,Post-Launch
1422,Amazon,Fire Tablet,SustainableFuture,Pre-Launch
1423,Nike,FlyKnit,InnovationX,Post-Launch
1424,Microsoft,Surface Go,EarthDay,Pre-Launch
1425,Google,Nest Hub,CustomerFirst,Launch
1426,Nike,React,EarthDay,Launch
1427,Google,Pixel Buds,CustomerFirst,Launch
1428,Coca-Cola,Diet Coke,SummerDreams,Pre-Launch
1429,Pepsi,Diet Pepsi,FallCollection,Launch
1430,Adidas,Gazelle,InnovationX,Pre-Launch
1431,Coca-Cola,Fanta,BlackFriday,Launch
1432,Apple,MacBook Pro,LoyaltyRewards,Launch
1433,Adidas,Stan Smith,SustainableFuture,Launch
1434,Microsoft,Surface Pro,FallCollection,Post-Launch
1435,Apple,iMac,ValentinesDeals,Launch
1436,Google,Nest Thermostat,CyberMonday,Launch
1437,Coca-Cola,Sprite,LoyaltyRewards,Launch
1438,Microsoft,Xbox Series X,ReferralBonus,Launch
1439,Nike,Epic React,InnovationX,Pre-Launch
1440,Pepsi,Pepsi Zero Sugar,DigitalTransformation,Post-Launch
1441,Microsoft,Surface Laptop,NewYearNewYou,Pre-Launch
1442,Amazon,Ring Camera,ReferralBonus,Post-Launch
1443,Nike,Epic React,EarthDay,Post-Launch
1444,Google,Pixel 8,SummerSale,Launch
1445,Google,Chromebook,EarthDay,Pre-Launch
1446,Nike,Zoom Pegasus,ReferralBonus,Post-Launch
1447,Apple,AirPods Pro,SpringBlast2025,Launch
1448,Microsoft,Surface Go,FallCollection,Pre-Launch
1449,Pepsi,Crystal Pepsi,NewYearNewYou,Pre-Launch
1450,Coca-Cola,Fanta,ValentinesDeals,Launch
1451,Google,Pixel 8,NewYearNewYou,Pre-Launch
1452,Amazon,Halo Band,CyberMonday,Launch
1453,Microsoft,Surface Go,HolidaySpecial,Pre-Launch
1454,Toyota,RAV4,WinterWonders,Launch
